Database dummy - table crsegroup
130;1;1;11;D;C;Y2;;
132;2;1;11;D;C;Y2;;
133;3;1;11;D;C;Y2;;
134;4;1;11;D;C;Y2;;
135;4;1;11;D;D;Y2;;
136;4;1;11;D;D;Y2;;
137;4;1;11;D;D;Y2;;
138;5;1;11;D;C;Y2;;
139;1;1;03;5;C;;;
140;1;1;06;5;C;;;
141;2;1;06;5;C;;;
142;1;1;09;5;C;;;
330;2;1;09;5;D;;;
329;2;1;09;5;D;;;
328;2;1;09;5;C;;;
227;1;1;22;3;D;;;
226;1;1;22;3;C;;;
225;1;1;23;3;C;;;
149;1;1;12;5;C;;;
150;2;1;12;5;C;;;
151;2;1;12;5;D;;;
152;1;1;24;5;C;;;
555;3;1;01;3;C;CG;;
554;3;1;01;3;C;AC;;
155;2;1;24;5;C;;;
173;1;1;29;3;D;;;
304;2;1;25;6;D;;;
303;2;1;25;6;C;;;
302;1;1;25;6;C;;;
301;2;1;02;3;C;;;
163;5;1;04;D;D;;;
553;5;1;04;D;C;;;
316;1;1;27;9;C;WP;;
166;5;1;10;D;D;;;
167;5;1;10;D;D;;;
168;4;1;11;D;D;;;
169;1;1;02;3;C;;;
293;2;1;17;3;C;;;
175;1;1;29;3;D;;;
176;1;1;29;3;D;;;
177;2;1;29;3;D;;;
178;2;1;29;3;D;;;
179;2;1;29;3;D;;;
180;2;1;29;3;D;;;
181;3;1;01;0;C;;;
182;1;1;03;5;C;OC;;
183;1;1;03;5;C;IC;;
184;1;1;03;5;C;PC;;
185;2;1;03;5;C;OC;;
186;2;1;03;5;C;IC;;
187;2;1;03;5;C;PC;;
188;1;1;01;5;C;;;
189;1;1;14;3;C;;;
190;1;1;14;3;D;;;
336;4;1;01;0;D;;;
292;2;1;06;3;C;;;
196;1;1;05;3;D;;;
197;1;1;05;3;D;;;
198;1;1;05;3;D;;;
199;1;1;05;3;D;;;
200;1;1;05;3;D;;;
201;1;1;05;3;D;;;
202;1;1;05;3;D;;;
203;1;1;05;3;D;;;
204;3;1;05;3;C;;;
248;1;1;01;3;D;CG;;
624;3;1;13;6;C;;;
207;1;1;18;3;C;;;
208;1;1;18;3;D;;;
209;1;1;18;3;D;;;
211;2;1;01;5;D;;;
210;2;1;18;3;C;;;
331;2;1;09;5;D;;;
351;1;2;01;3;C;AC;;
214;1;1;28;5;C;;;
334;2;1;28;5;C;;;
216;1;1;28;4;C;;;
217;1;1;24;4;C;;;
218;1;1;03;4;C;;;
219;1;1;08;0;C;;;
220;1;1;08;8;C;;;
221;1;1;08;8;D;;;
222;1;1;08;4;C;;;
228;1;1;22;3;D;;;
229;1;1;22;3;D;;;
230;1;1;19;3;C;;;
231;1;1;01;3;C;AC;;
232;1;1;01;3;C;CG;;
233;1;1;01;3;C;AP;;
234;1;1;01;3;C;AS;;
235;1;1;06;4;C;;;
236;1;1;06;3;C;;;
237;1;1;06;3;D;;;
238;1;1;06;3;D;;;
239;1;1;11;3;C;MT;;
240;1;1;11;3;C;PT;;
241;1;1;11;3;D;MT;;
242;1;1;11;3;D;MT;;
243;1;1;11;3;D;PT;;
244;1;1;11;3;D;PT;;
246;1;1;01;3;D;AC;;
247;1;1;01;3;D;CG;;
245;1;1;01;3;D;AC;;
249;1;1;01;3;D;AP;;
250;1;1;01;3;D;AP;;
251;1;1;01;3;D;AS;;
252;1;1;01;3;D;AS;;
294;2;1;19;3;C;;;
254;1;1;02;3;D;;;
255;1;1;04;3;C;GE;;
256;1;1;04;3;C;SE;;
257;1;1;04;3;C;TS;;
258;1;1;04;3;C;OE;;
259;1;1;04;3;C;RS;;
260;1;1;04;3;C;WE;;
261;2;1;05;3;C;;;
262;1;1;07;3;C;CM;;
263;1;1;07;3;C;CI;;
264;1;1;07;3;C;PL;;
265;1;1;07;3;C;ME;;
266;1;1;10;3;C;DE;;
267;1;1;10;3;D;DE;;
268;1;1;10;3;D;DE;;
269;1;1;10;3;C;MF;;
270;1;1;10;3;D;MF;;
271;1;1;10;3;D;MF;;
272;1;1;10;3;D;MF;;
273;1;1;10;3;D;MF;;
274;1;1;10;3;D;MF;;
275;1;1;10;3;C;TF;;
276;1;1;10;3;D;TF;;
277;1;1;10;3;D;TF;;
278;1;1;16;3;C;;;
279;1;1;16;3;D;;;
280;1;1;16;3;D;;;
281;1;1;17;3;C;;;
282;1;1;17;3;D;;;
283;1;1;17;3;D;;;
284;1;1;19;3;D;;;
285;1;1;01;3;C;SS;;
286;1;1;01;3;D;SS;;
287;2;1;01;3;C;AC;;
288;2;1;01;3;C;AS;;
289;2;1;01;3;C;CG;;
290;2;1;01;3;C;AP;;
291;2;1;01;3;C;SS;;
295;2;1;16;3;C;;;
296;2;1;14;3;C;;;
297;1;1;13;6;C;;;
298;2;1;13;6;C;;;
299;2;1;13;6;D;;;
300;4;1;02;0;D;;;
305;2;1;25;6;D;;;
306;2;1;10;3;C;DE;;
307;2;1;10;3;C;MF;;
586;2;1;10;3;C;TF;;
326;3;1;27;9;D;WP;;
313;1;1;27;9;C;;;
314;2;1;27;9;C;;;
312;1;1;26;4;C;;;
311;2;1;26;5;D;;;
310;2;1;26;5;C;;;
309;1;1;26;5;C;;;
317;2;1;27;9;C;WP;;
318;3;1;27;9;C;WP;;
321;2;1;27;9;D;;;
325;3;1;27;9;D;WP;;
324;3;1;27;9;D;WP;;
323;2;1;27;9;D;;;
322;2;1;27;9;D;;;
320;2;1;27;9;D;;;
319;2;1;27;9;D;;;
327;2;1;08;8;C;;;
332;2;1;09;5;D;;;
333;2;1;09;5;D;;;
335;2;1;28;5;D;;;
470;1;2;01;3;D;AC;;
339;3;1;05;3;D;;;
340;2;1;28;5;D;;;
341;2;1;28;5;D;;;
342;2;1;28;5;D;;;
343;5;1;09;1;C;;;
344;5;1;09;1;D;;;
345;5;1;09;1;D;;;
346;5;1;09;1;D;;;
347;5;1;09;1;D;;;
348;5;1;09;1;D;;;
349;2;1;11;3;C;MT;;
350;2;1;11;3;C;PT;;
353;1;2;01;3;C;CG;;
354;1;2;01;3;D;AC;;
355;1;2;01;3;C;AP;;
356;1;2;01;3;C;AS;;
357;1;2;01;3;C;SS;;
358;1;2;02;3;D;;;
359;1;2;02;3;D;;;
360;1;2;02;3;D;;;
361;1;2;02;3;D;;;
362;1;2;02;3;D;;;
363;1;2;02;3;D;;;
364;1;2;04;3;C;GE;;
365;1;2;04;3;C;SE;;
366;1;2;04;3;C;TS;;
367;1;2;04;3;C;OE;;
368;1;2;04;3;C;RS;;
369;1;2;04;3;C;WE;;
370;1;2;05;3;D;;;
371;1;2;05;3;D;;;
372;1;2;05;3;D;;;
373;1;2;05;3;D;;;
374;1;2;05;3;D;;;
375;1;2;05;3;D;;;
376;1;2;07;3;C;CM;;
377;1;2;07;3;C;CI;;
378;1;2;07;3;C;PL;;
506;1;2;07;3;C;ME;;
380;1;2;07;3;C;;;
736;3;2;09;1;C;;;
735;2;2;09;1;C;;;
734;1;2;09;1;C;;;
755;2;2;09;5;D;;;
740;4;2;28;1;C;;;
739;5;2;28;1;C;;;
738;5;2;09;1;C;;;
737;4;2;09;1;C;;;
389;1;2;10;3;D;M3;;
390;1;2;10;3;D;M3;;
391;1;2;10;3;D;M3;;
392;1;2;10;3;D;M3;;
393;1;2;10;3;C;M3;;
394;1;2;11;3;C;MT;;
395;1;2;11;3;C;PT;;
396;1;2;11;3;D;PT;;
397;1;2;11;3;D;MT;;
401;1;2;16;3;C;;;
400;1;2;16;3;D;;;
399;1;2;16;3;D;;;
398;1;2;16;3;D;;;
456;1;2;18;3;D;;;
455;1;2;18;3;D;;;
454;1;2;18;3;D;;;
453;1;2;18;3;D;;;
406;1;2;17;3;C;;;
407;1;2;17;3;D;;;
408;1;2;17;3;D;;;
409;1;2;19;3;C;;;
410;1;2;19;3;D;;;
411;1;2;22;3;C;;;
412;1;2;22;3;D;;;
413;1;2;22;3;D;;;
414;1;2;23;3;C;;;
415;1;2;29;3;D;;;
416;1;2;29;3;D;;;
417;1;2;29;3;D;;;
418;1;2;29;3;D;;;
419;4;1;01;0;D;;;
429;2;2;28;5;D;;;
430;2;2;28;5;D;;;
431;2;2;28;5;D;;;
432;1;2;09;5;C;;;
763;1;2;05;0;D;;;
762;1;2;05;0;C;;;
761;1;2;14;3;D;;;
760;1;2;14;3;C;;;
754;2;2;09;5;D;;;
753;2;2;09;5;D;;;
752;2;2;09;5;D;;;
631;1;2;09;4;C;;;
441;2;2;09;5;C;;;
785;3;2;02;0;D;;;
786;4;2;02;0;C;;;
443;2;2;27;9;C;;;
442;1;2;27;9;C;;;
784;3;2;02;0;C;;;
783;2;2;02;0;C;;;
782;1;2;02;0;D;;;
781;1;2;02;0;C;;;
450;2;2;27;9;D;;;
451;2;2;27;9;D;;;
452;2;2;27;9;D;;;
457;1;2;01;0;C;;;
458;2;2;01;0;C;;;
459;3;2;01;0;C;;;
460;4;2;01;0;C;;;
461;4;2;01;0;D;;;
462;1;2;01;D;C;;;
463;2;2;01;D;C;;;
464;3;2;01;D;C;;;
465;4;2;01;D;C;;;
635;1;2;10;3;C;TF;;
634;4;2;01;D;D;;;
633;4;2;01;D;D;;;
469;5;2;01;D;C;;;
482;1;2;01;3;D;SS;;
484;2;2;07;0;C;;;
480;1;2;01;3;D;AS;;
483;1;2;07;0;C;;;
479;1;2;01;3;D;AS;;
478;1;2;01;3;D;AS;;
477;1;2;01;3;D;CG;;
476;1;2;01;3;D;CG;;
475;1;2;01;3;D;CG;;
474;1;2;01;3;D;AP;;
473;1;2;01;3;D;AP;;
472;1;2;01;3;D;AP;;
471;1;2;01;3;D;AC;;
485;3;2;07;0;C;;;
486;4;2;07;0;C;;;
487;4;2;07;0;D;;;
488;4;2;07;0;D;;;
489;4;2;07;0;D;;;
490;1;2;07;D;C;E1;;
491;2;2;07;D;C;E1;;
492;3;2;07;D;C;E1;;
493;4;2;07;D;C;E1;;
494;5;2;07;D;C;E1;;
495;5;2;07;D;D;E1;;
496;4;2;07;D;D;E1;;
497;4;2;07;D;D;E1;;
498;4;2;07;D;D;E1;;
499;1;2;07;D;C;E2;;
500;2;2;07;D;C;E2;;
501;3;2;07;D;C;E2;;
502;3;2;07;D;D;E2;;
503;4;2;07;D;D;E2;;
504;4;2;07;D;C;E2;;
505;5;2;07;D;C;E2;;
507;1;2;26;0;C;;;
508;2;2;26;0;C;;;
509;3;2;26;0;C;;;
510;4;2;26;0;C;;;
511;4;2;26;0;D;;;
512;4;2;26;0;D;;;
513;4;2;26;0;D;;;
514;1;2;26;5;C;;;
515;2;2;26;5;C;;;
516;2;2;26;5;D;;;
517;2;2;26;5;D;;;
518;1;2;26;4;C;;;
519;1;2;13;6;C;;;
520;2;2;13;6;C;;;
521;2;2;25;6;C;;;
522;1;2;25;6;C;;;
523;1;2;08;0;C;;;
524;1;2;08;8;C;;;
525;1;2;08;8;D;;;
526;1;2;08;4;C;;;
527;1;2;03;1;C;;;
528;2;2;03;1;C;;;
529;3;2;03;1;C;;;
530;4;2;03;1;C;;;
531;5;2;03;1;D;IC;;
532;5;2;03;1;D;PC;;
533;5;2;03;1;D;OC;;
534;5;2;03;1;C;IC;;
535;5;2;03;1;C;PC;;
536;5;2;03;1;C;OC;;
537;5;2;03;1;D;OC;;
538;5;2;03;1;D;PC;;
539;5;2;03;1;D;IC;;
540;1;2;03;4;C;;;
541;1;2;03;5;C;;;
542;2;2;03;5;C;IC;;
543;2;2;03;5;C;PC;;
544;2;2;03;5;C;OC;;
545;2;2;03;5;D;IC;;
546;2;2;03;5;D;IC;;
547;2;2;03;5;D;PC;;
548;2;2;03;5;D;PC;;
549;2;2;03;5;D;OC;;
550;2;2;03;5;D;OC;;
560;2;1;04;3;C;GE;;
561;3;1;04;3;C;GE;;
562;3;1;04;3;C;SE;;
563;2;1;04;3;C;SE;;
564;2;1;04;3;C;TS;;
565;3;1;04;3;C;TS;;
566;3;1;04;3;C;OE;;
567;2;1;04;3;C;OE;;
568;2;1;04;3;C;RS;;
569;3;1;04;3;C;RS;;
570;3;1;04;3;C;WE;;
571;2;1;04;3;C;WE;;
572;3;1;06;3;C;;;
573;3;1;07;3;C;CM;;
574;3;1;07;3;C;CI;;
575;3;1;07;3;C;PL;;
576;3;1;07;3;C;ME;;
577;3;1;07;3;C;;;
578;2;1;07;3;C;CM;;
579;2;1;07;3;C;CI;;
580;2;1;07;3;C;PL;;
581;2;1;07;3;C;ME;;
582;2;1;07;3;C;;;
583;3;1;10;3;C;DE;;
584;3;1;10;3;C;MF;;
585;3;1;10;3;C;TF;;
587;3;1;11;3;C;MT;;
588;3;1;11;3;C;PT;;
589;3;1;14;3;C;;;
590;3;1;16;3;C;;;
591;3;1;18;3;C;;;
592;3;1;17;3;C;;;
593;3;1;19;3;C;;;
594;2;1;22;3;C;;;
595;3;1;22;3;C;;;
596;2;1;23;3;C;;;
597;3;1;23;3;C;;;
598;2;1;29;3;C;;;
599;3;1;29;3;C;;;
600;1;1;14;3;D;;;
601;1;1;14;3;D;;;
602;1;1;14;3;D;;;
603;1;1;14;3;D;;;
604;1;1;14;3;D;;;
605;1;1;12;0;C;;;
606;2;1;12;0;C;;;
607;3;1;12;0;C;;;
608;4;1;12;0;C;;;
609;4;1;12;0;D;;;
610;1;1;12;4;C;;;
611;1;2;12;4;C;;;
612;1;2;12;5;C;;;
613;2;2;12;5;C;;;
614;2;2;12;5;D;;;
615;2;2;12;5;D;;;
616;1;2;12;0;C;;;
617;2;2;12;0;C;;;
618;3;2;12;0;C;;;
619;4;2;12;0;C;;;
620;4;2;12;0;D;;;
621;4;2;12;0;D;;;
622;4;2;12;0;D;;;
623;1;1;19;3;D;;;
625;3;1;25;6;C;;;
626;2;1;05;M;C;;;
627;1;2;01;0;D;;;
628;1;2;01;D;D;;;
636;1;2;10;3;D;TF;;
632;4;2;01;D;D;;;
637;1;2;10;3;D;TF;;
638;1;2;10;3;D;TF;;
639;1;2;24;5;C;;;
640;2;2;24;5;C;;;
641;2;2;24;5;D;;;
642;2;2;24;5;D;;;
643;1;2;24;4;C;;;
644;1;2;04;0;C;;;
645;1;2;04;0;D;;;
646;2;2;04;0;C;;;
647;3;2;04;0;C;;;
648;4;2;04;0;C;;;
649;4;2;04;0;D;;;
650;4;2;04;0;D;;;
651;4;2;04;0;D;;;
652;4;2;04;0;D;;;
653;1;2;04;D;C;;;
654;2;2;04;D;C;;;
655;3;2;04;D;C;;;
656;4;2;04;D;C;;;
657;5;2;04;D;C;;;
658;4;2;04;D;D;;;
659;4;2;04;D;D;;;
660;4;2;04;D;D;;;
661;4;2;04;D;D;;;
662;4;2;04;D;D;;;
663;1;2;04;D;D;;;
664;1;2;11;0;C;;;
665;2;2;11;0;C;;;
666;3;2;11;0;C;;;
667;4;2;11;0;C;;;
668;4;2;11;0;D;;;
669;4;2;11;0;D;;;
670;1;2;11;0;D;;;
671;1;2;11;D;C;Y1;;
672;1;2;11;D;D;Y1;;
673;2;2;11;D;C;Y1;;
674;3;2;11;D;C;Y1;;
675;4;2;11;D;C;Y1;;
676;4;2;11;D;D;Y1;;
677;4;2;11;D;D;Y1;;
678;5;2;11;D;C;Y1;;
679;5;2;11;D;C;Y2;;
680;4;2;11;D;C;Y2;;
681;4;2;11;D;D;Y2;;
682;4;2;11;D;D;Y2;;
683;3;2;11;D;C;Y2;;
684;2;2;11;D;C;Y2;;
685;1;2;11;D;C;Y2;;
686;1;2;11;D;D;Y2;;
687;1;2;10;0;C;;;
688;1;2;10;0;D;;;
689;2;2;10;0;C;;;
690;3;2;10;0;C;;;
691;3;2;10;0;D;;;
692;4;2;10;0;C;;;
693;4;2;10;0;D;;;
694;4;2;10;0;D;;;
695;4;2;10;0;D;;;
696;1;2;10;D;C;M1;;
697;1;2;10;D;D;M1;;
698;1;2;10;D;C;M2;;
699;1;2;10;D;D;M2;;
700;1;2;10;D;D;M3;;
701;1;2;10;D;C;M3;;
702;2;2;10;D;C;M3;;
703;2;2;10;D;C;M2;;
704;2;2;10;D;C;M1;;
705;3;2;10;D;C;M1;;
706;4;2;10;D;C;M1;;
707;5;2;10;D;C;M1;;
708;4;2;10;D;D;M1;;
709;4;2;10;D;D;M1;;
710;4;2;10;D;D;M1;;
711;3;2;10;D;C;M2;;
712;4;2;10;D;C;M2;;
713;5;2;10;D;C;M2;;
714;4;2;10;D;D;M2;;
715;4;2;10;D;D;M2;;
716;3;2;10;D;C;M3;;
717;4;2;10;D;C;M3;;
718;4;2;10;D;D;M3;;
719;4;2;10;D;D;M3;;
720;5;2;10;D;C;M3;;
721;4;2;10;D;D;M3;;
722;1;2;10;3;D;DE;;
723;1;2;10;3;D;DE;;
724;1;2;10;3;D;DE;;
725;1;2;10;3;D;DE;;
726;1;2;10;3;D;MF;;
727;1;2;10;3;D;MF;;
728;1;2;10;3;D;MF;;
729;1;2;10;3;D;MF;;
741;3;2;28;1;C;;;
742;2;2;28;1;C;;;
743;1;2;28;1;C;;;
744;5;2;28;1;D;;;
745;5;2;28;1;D;;;
746;5;2;28;1;D;;;
747;5;2;28;1;D;;;
759;5;2;09;1;D;;;
758;5;2;09;1;D;;;
757;5;2;09;1;D;;;
756;5;2;09;1;D;;;
764;2;2;05;0;C;;;
765;3;2;05;0;C;;;
766;4;2;05;0;C;;;
767;4;2;05;0;D;;;
768;4;2;05;0;D;;;
769;1;2;05;D;C;;;
770;1;2;05;D;D;;;
771;2;2;05;D;C;;;
772;1;2;05;3;D;;;
773;1;2;27;9;C;WP;;
774;2;2;27;9;C;WP;;
775;3;2;27;9;C;WP;;
776;3;2;27;9;D;WP;;
777;3;2;27;9;D;WP;;
787;4;2;02;0;D;;;
779;3;2;27;9;D;WP;;
780;3;2;27;9;D;WP;;
788;4;2;02;0;D;;;
821;1;2;01;3;C;;;
790;1;2;02;D;C;;;
791;1;2;02;D;D;;;
792;2;2;02;D;C;;;
793;3;2;02;D;C;;;
794;4;2;02;D;C;;;
795;5;2;02;D;C;;;
796;1;2;06;5;C;;;
797;2;2;06;5;C;;;
798;2;2;06;5;D;;;
799;1;2;06;3;C;;;
800;1;2;06;3;D;;;
801;1;2;06;3;D;;;
802;1;2;14;3;D;;;
803;1;2;14;3;D;;;
804;1;2;03;5;C;IC;;
805;1;2;03;5;C;PC;;
806;1;2;03;5;C;OC;;
807;5;2;03;1;C;;;
808;5;2;03;1;D;;;
809;5;2;03;1;D;;;
810;1;2;19;3;D;;;
811;1;2;19;3;D;;;
812;1;2;19;3;D;;;
813;4;2;10;D;D;M2;;
814;3;2;10;D;D;;;
815;3;2;10;D;D;M1;;
816;3;2;10;D;D;M2;;
817;1;2;02;3;C;;;
820;1;2;03;1;D;;;
819;3;2;07;D;D;E1;;
822;5;2;07;D;D;E2;;
823;1;2;18;3;C;;;


