Database dummy - table phdguide
93404007;041048;;;
93404701;041063;;;
93404703;041026;;;
94402002;041025;;;
94404003;041064;;;
94404301;I94054;;;
94404303;041026;;;
94404403;041033;;;
95404301;041064;;;
95404302;041056;;;
95404001;041026;;;
95404401;041052;;;
95404701;041052;;;
95404101;041055;;;
95404703;041026;;;
95404601;041046;;;
95404003;041025;;;
95404403;I94036;;;
96404001;041046;;;
96404701;I94039;;;
96404002;I94039;;;
96404003;041025;;;
96404301;I94039;;;
96404302;041025;;;
96404303;I94054;;;
96404004;041067;;;
96404006;I94054;;;
96404007;041055;;;
96404702;I94054;;;
97404401;041062;;;
97404701;041026;;;
97404301;041056;;;
97404402;041055;;;
97404302;041062;;;
97404303;041034;;;
97404702;I94039;;;
97404703;041026;;;
97404704;041063;;;
97404705;041055;;;
97404802;I94054;;;
97404707;041025;;;
97404708;I95023;;;
98707001;041064;;;
98404001;041064;;;
98404002;041022;;;
98404701;041035;;;
98404702;041035;;;
98404003;I94039;;;
98404703;041035;;;
98404301;041035;;;
98404302;I96067;;;
98404004;041035;;;
98404704;041063;;;
98404705;041035;;;
98404005;041026;041048;;
98404801;041067;;;
98404706;041056;;;
98404006;I95023;;;
98404707;I95023;;;
98404708;I95023;;;
98404303;041035;;;
98404709;041035;;;
98404710;041026;041048;;
98404601;041063;;;
99404001;041027;;;
99404002;041060;;;
99404003;041056;;;
99404701;041067;;;
99404801;041063;;;
01429001;151074;;;
99404301;I94036;;;
99404302;I95023;;;
99404303;041053;;;
99404005;041067;;;
99404006;041023;;;
99404702;041026;;;
99404802;041052;;;
99404703;I94039;;;
00404301;041056;;;
00404302;I94039;;;
00404602;041063;;;
00404001;041067;;;
00404701;041048;;;
00429002;671001;;;
00404003;041063;;;
00404801;041060;;;
00404401;041053;;;
00404802;041022;I99038;;
00404803;041055;;;
98404602;I95023;;;
00404603;I95023;;;
00404804;041060;;;
00404005;I98085;;;
97404706;I94054;;;
95404004;041046;;;
95404702;041052;;;
95404802;I94036;;;
96404705;I94054;;;
97404804;041055;;;
97404805;I94054;;;
98404803;041026;041048;;
98404802;I95023;;;
00405001;I98028;;;
00405002;051047;;;
00405401;I93023;;;
00405302;051029;;;
00405303;051047;;;
91405701;051054;;;
93405301;051013;;;
95405701;051050;;;
97405101;051047;;;
97405401;I94063;;;
98405401;I95027;;;
98405701;I94063;;;
00405005;051029;;;
96408002;071021;;;
97408002;071030;;;
95408802;071030;;;
94408002;071024;;;
97408003;071024;;;
97408004;071023;;;
98408001;I97049;;;
99408003;071010;;;
00408001;071023;;;
00408301;I97040;;;
00408002;I97049;;;
00408003;I97040;;;
00408901;071013;;;
01408001;071024;;;
00408701;I99096;;;
00408808;071015;I97040;;
01408801;071024;;;
00408005;071010;;;
00408004;I99096;;;
97409002;101037;;;
99409001;101036;;;
99409002;101037;;;
99409901;I94066;;;
96409301;101034;;;
97409301;101046;;;
95409301;101040;;;
96409302;101033;;;
99409301;101040;;;
00409301;101016;;;
90411403;121032;;;
90411703;121005;;;
92411301;121008;;;
92411001;121056;;;
92411705;121053;;;
91411708;121043;;;
91411601;121017;;;
91411709;121055;;;
93411701;671006;;;
92411005;121045;;;
92411004;121017;;;
96411702;121008;;;
96411703;121017;;;
95411702;121048;;;
95411002;121017;;;
96411003;121048;;;
96411701;121056;;;
95411701;121048;;;
94411705;121048;;;
00411301;121043;;;
99411302;671008;;;
99411703;121047;;;
99411002;I98025;;;
99411401;121022;121049;;
99411301;121022;;;
99411902;121022;;;
98411301;121021;;;
00411701;121048;;;
00411002;121047;;;
00411702;121048;;;
00411403;121047;;;
00411004;671008;;;
99411702;671007;;;
00411001;671007;611009;;
99411901;671006;;;
00411601;I98025;;;
00411704;121017;;;
94407401;151027;;;
94407701;151067;151082;;
94407004;151074;;;
95407701;151074;;;
95407703;I95012;;;
95407006;I94038;;;
96407301;I97068;;;
96407302;151074;;;
96407702;I97068;;;
96407002;I94038;;;
96407901;151075;151064;;
97407001;I94038;;;
97407302;151077;151027;;
97407002;151067;;;
97407701;I97068;;;
97407401;151064;;;
97407003;151064;;;
98407401;151079;I01020;;
98407301;151075;;;
98407302;151067;;;
98407901;151059;;;
98407602;151075;I97062;;
98407701;151083;I94038;;
98407702;151081;;;
98407005;151074;;;
98407003;151079;;;
98407703;I94038;;;
98407004;I96058;;;
98407802;I99051;;;
98407902;I98005;;;
99407701;151077;;;
99407001;I94038;;;
99407002;I98049;I99051;;
99407402;I94038;;;
99407702;I97068;I98078;;
99407003;151081;;;
99407301;151059;;;
99407302;151019;;;
99407004;I99045;;;
99407802;I98038;;;
99407601;I96058;;;
99407803;151074;;;
99407005;151081;;;
99407602;151034;;;
99407703;151064;;;
00407301;I98005;;;
00407302;I97068;;;
00407901;I99045;I97018;;
99407901;I98049;I96058;;
00407401;151077;;;
00407002;I98049;I96058;;
00407802;I95012;;;
00407001;151040;;;
00407601;I99082;;;
99407006;151034;I96058;;
00407602;151059;I99051;;
00407603;I99051;I98049;;
00407006;I96058;;;
00407804;I96063;;;
01407801;151081;151034;;
93423702;151078;;;
97423001;I93001;;;
97423701;151078;;;
98423701;151072;;;
98423301;151078;;;
98423702;151072;;;
98423401;I95046;;;
99423001;151072;;;
99423801;151078;;;
99423802;151078;;;
99423803;151078;;;
00423301;151072;;;
00423801;151078;;;
00423001;151072;;;
00423701;I95046;;;
00423802;151072;;;
00423803;I93001;;;
00423002;151078;;;
93422401;111056;;;
93422101;111016;;;
95422001;111016;;;
96422401;151064;;;
93421401;671006;;;
97416001;121046;121055;;
98416001;121055;;;
99416001;121046;121055;;
00416601;121046;121055;;
00416801;121055;091056;;
95412003;091053;;;
95412006;091053;;;
97412001;091056;091052;;
97412003;091047;;;
97412201;091053;;;
97412203;I94035;;;
98412601;I94035;;;
98412002;I95025;;;
99412001;I95003;;;
99412002;I94064;;;
99412004;I95025;;;
99412005;I97062;;;
99412006;091053;091054;;
99412007;I94064;;;
99412601;I94035;;;
00412901;091053;;;
00412301;091017;;;
99414601;611011;;;
99414305;151077;;;
99414002;611009;031043;;
99414001;I97034;;;
99414304;051004;;;
00414001;151067;;;
00414003;611011;;;
99414401;051004;;;
00414803;611009;091047;;
99414301;611010;I94038;;
99414801;611010;611011;;
00414701;151079;;;
99414802;151067;;;
96418001;621015;;;
96418002;621015;;;
97418601;621003;;;
97418002;621003;;;
97418701;621004;;;
97418801;621003;;;
97418702;621004;;;
97418703;621017;;;
98418301;621004;;;
98418302;621003;;;
98418001;621003;;;
98418003;I00029;;;
98418801;621003;;;
98418702;621003;;;
98418802;041055;021019;;
99418001;I99016;;;
99418301;I95022;;;
99418302;621015;;;
99418003;I99016;;;
95424401;031050;;;
99418601;I95022;;;
95424004;661003;;;
00418301;I99016;;;
00418001;I98066;;;
96424001;661002;;;
00418002;I98066;;;
96424002;I96026;;;
00418003;621004;;;
97424005;I93013;;;
00418802;I98066;;;
97424002;661003;;;
00418004;I94045;;;
01418601;I95022;;;
97424004;661003;;;
98424001;I93013;;;
98424801;I96026;;;
99429401;051013;;;
99429701;051054;;;
99424001;661005;;;
99424005;031050;;;
99424004;661005;I00045;;
99424302;661002;;;
99424607;I93013;;;
98427801;I96048;;;
00424001;I96026;;;
98427701;I95052;;;
98427702;I97032;;;
99427801;I95052;;;
99427802;I96048;;;
99427701;I99029;;;
99427702;I95052;;;
99427501;I96048;;;
99427703;I95052;;;
99427803;111082;;;
99427805;I97037;;;
01417001;111080;;;
99427807;I97032;;;
99427601;I98068;;;
00427701;I99029;I96048;;
00427801;I97032;;;
00427703;I99029;;;
00427602;111082;;;
01406801;161019;;;
00427704;I97032;;;
00427705;I99029;;;
00427603;I99029;;;
00427301;I01031;;;
99419801;111056;;;
95420702;111082;;;
95420704;071024;;;
01406701;161004;I97029;;
97420701;111082;;;
97420702;111082;;;
97420703;111082;;;
97420501;071024;;;
97420802;111056;;;
97420803;I95052;;;
98420301;I96048;;;
98427004;071010;;;
99427804;071010;;;
00429401;I99054;;;
00427802;I99029;;;
98402003;021057;101037;;
97424701;031023;;;
98424002;I97067;031050;;
99424002;031023;;;
99424602;031023;;;
00424901;031023;;;
95403607;031054;;;
95403304;I94001;;;
96403001;031050;;;
96403003;031045;;;
96403601;031047;;;
96403004;I94001;;;
96403005;I94001;;;
96403008;031058;;;
96403009;031058;;;
96403010;031060;;;
96403011;031017;;;
96403015;031044;;;
96403014;031060;;;
96403012;031045;;;
96403013;I95072;;;
97403001;031046;;;
97403002;031047;;;
97403005;031043;I94001;;
97403301;I94001;;;
97403701;I94001;;;
97403004;031064;;;
97403602;031047;;;
98403002;031046;;;
98403003;031064;;;
98403305;031060;;;
98403302;031060;;;
98403605;031044;031024;;
98403006;I93030;;;
98403606;I93030;;;
98403303;I95072;;;
98403008;I98072;;;
98403609;031017;;;
98403009;031064;;;
98403304;031046;;;
99403601;031064;;;
99403602;031049;;;
99403301;031046;;;
99403303;031060;;;
99403001;I93030;;;
99403002;031063;;;
99403802;031049;;;
99403003;I97070;;;
99403315;031058;;;
99403604;031058;;;
99403311;I98072;;;
99403005;031049;;;
99403304;031044;031024;;
99403806;I97070;;;
99403807;031049;;;
99403613;031060;;;
99403006;I99044;;;
99403007;031021;;;
99403316;I98072;;;
99403307;031060;;;
99403309;I94001;;;
99403615;031047;;;
99403616;I99044;;;
99403617;I95072;;;
00403601;031064;;;
00403602;031021;;;
00403001;I99044;;;
00403603;I98072;;;
98403611;I97070;;;
00403604;I97070;;;
00403002;I98072;;;
00403003;I94001;;;
00403605;I98072;;;
00403606;031049;;;
00403901;031045;;;
00403607;I97070;;;
00403608;I93030;;;
00403330;031058;;;
00403007;I97070;;;
00403802;I99044;;;
00403302;031046;;;
00403609;031064;;;
00403610;031060;;;
01403001;031063;;;
99403801;I97070;;;
00403301;I93030;;;
00409002;101031;101047;;
00409003;101031;;;
00409004;101031;;;
00409005;101031;;;
99409601;I94066;;;
00409302;101031;;;
96424301;031023;;;
97422001;101041;;;
98422701;101042;;;
98422702;101042;;;
99422701;101042;;;
99422301;101041;;;
99422001;101042;;;
00422301;101042;;;
00422701;101042;;;
00422702;101042;;;
01422001;101041;;;
01422301;101041;;;
00424002;I00045;;;
00424303;I00040;;;
00424601;I00045;;;
00424602;I00045;031023;;
00424302;I00045;;;
00418302;I94045;;;
98417004;111080;;;
99427003;;I97037;;
99427002;I97037;;;
97412901;091056;;;
97412601;091047;;;
98412301;I94035;;;
00412902;091053;;;
00412001;I99056;;;
00412904;091053;;;
00412601;091047;091056;;
00412907;091053;;;
97414501;101016;611002;;
01404301;041062;;;
00412003;091053;;;
99403901;I97070;;;
99403611;I97070;;;
96408801;071022;;;
97408801;071022;;;
99403310;031063;;;
00429004;671001;;;
01409002;101031;;;
01409004;101031;;;
01409005;101031;;;
01411001;121048;;;
01411003;121048;;;
01411005;121048;;;
01411007;121048;;;
01411006;121048;;;
01411004;121048;;;
99424605;661003;;;
97403303;I94001;;;
98410001;111067;111028;;
01412301;I99048;;;
01412004;I99048;;;
01412005;I99048;;;
01412003;I99048;;;
01412002;I99048;;;
01412901;I99048;;;
01412601;I99048;;;
01412701;I99048;;;
01412001;I99048;;;
00429003;I99054;;;
99429001;I95027;;;
99408002;071023;;;
99408301;071010;;;
99408001;071023;;;
99408303;071023;;;
00408805;071024;;;
99407401;I94038;;;
00407304;151077;;;
01429002;I99054;;;
97423002;I93001;;;
00423601;I93001;;;
01423701;I93001;;;
01423001;I93001;;;
04127601;I99029;;;
04127701;I99029;;;
01427702;I99029;;;
01427801;I99029;;;
98424802;I96026;;;
01406001;161015;;;
01406002;161019;;;
01406301;I97029;;;
01406601;I99057;;;
01406901;I99057;;;
01406501;161016;;;
97420704;I95052;;;
99427810;I95052;;;
99427811;I95052;;;
99427004;I98068;;;
00427205;111082;;;
01403003;I95072;;;
01403301;I95072;;;
01403304;I95072;;;
01403302;I95072;I97070;;
01403303;I95072;;;
01403305;I95072;;;
01403306;I95072;;;
01403307;I95072;;;
01403601;I95072;;;
01403901;I95072;;;
99403313;031064;;;
01404303;I99038;;;
01423801;151072;;;
01404302;041027;;;
98408003;071030;;;
94408003;I97049;;;
01410302;I94043;;;
01410301;I94043;;;
01410303;111072;;;
97418003;621003;;;
98418004;621003;;;
01405301;051047;I93023;;
01414801;I97034;;;
01423702;151072;;;
01429701;I01045;;;
97402003;021045;;;
00407803;151077;;;
98427301;I96048;;;
00408804;071015;;;
01424001;031050;;;
01424002;I00045;;;
01424003;031023;;;
01424301;I93013;;;
01424302;I96026;;;
01424303;I93013;;;
01424701;I93013;;;
00411901;121047;;;
01405001;I01039;;;
00403611;I99044;;;
01408302;071023;;;
01408002;071023;;;
01410701;I94037;111089;;
01419801;I97053;;;
01419802;I97053;;;
01419001;I97053;;;
00403006;I01021;;;
01404001;I98085;;;
01404701;041052;;;
97417701;111076;;;
01407001;151034;;;
01407002;151034;;;
01407003;151034;;;
01407301;151074;;;
01407302;151079;;;
01407701;151034;;;
00416002;121055;;;
00411005;671007;;;
01404003;I01035;;;
01405701;051050;;;
99403609;031049;;;
99403610;031049;;;
99403314;031049;;;
99403312;031047;;;
01408301;071023;;;
01408701;071023;;;
01408003;071023;;;
98403010;I93030;;;
01424801;I96026;;;
01427601;I99029;;;
01403602;I93030;I95072;;
01401702;011037;;;
01401703;011036;;;
01418701;621017;;;
01427802;I99029;;;
01403308;I95072;;;
01403004;I95072;;;
01412006;I99048;;;
01401701;011024;011027;;
01408004;071023;071016;;
99411603;I98025;;;
00402601;I97067;;;
97401001;011019;;;
01404002;I94036;;;
01409301;101031;101034;;
01410901;111017;;;
01411002;121048;671008;;
01423802;151078;;;
01410001;111024;;;
01410801;111017;;;
98418303;621003;;;
00405601;051047;;;
98411002;121017;;;
99424606;I00040;;;
00407701;I96058;;;
98407903;I99051;;;
00402802;021025;;;
01401001;I00009;;;
01402702;021050;;;
00402803;021045;;;
99411903;I93028;;;
00402501;I93027;611013;;
97403008;031047;;;
97407602;I94038;;;
00403305;I98072;;;
01411701;671008;;;
01418801;621017;;;
01418001;I00029;621004;;
01418002;I95022;;;
01418302;I94045;;;
01418303;621017;;;
01418301;621003;;;
99408801;071022;;;
01417702;I93040;111049;;
01404802;I01035;041055;;
01403006;I97070;;;
01403007;I97070;;;
01403603;I97070;;;
01408005;071023;;;
01408802;071023;;;
01408901;071023;;;
01427703;I99029;;;
01427704;I99029;;;
01427803;I99029;;;
01424304;I93013;;;
01424305;I93013;;;
01424901;I93013;;;
01404005;I99038;;;
01417701;151040;;;
01404004;I99053;;;
01427001;I99029;;;
01412602;I99048;;;
01412603;I99048;;;
01412902;I99048;;;
01412302;I99048;;;
01412903;I99048;;;
01402006;021066;;;
01402303;021066;;;
01402903;021064;;;
01416701;121049;;;
01416702;121049;;;
01416901;121049;;;
01404008;041053;;;
00403304;I94001;;;
01410003;I01052;;;
01411702;121048;;;
98417401;111077;;;
01429703;I99054;;;
01411601;121048;;;
01411801;121048;;;
01411901;121048;;;
00403303;031058;;;
01403604;I97070;;;
01403309;I97070;;;
01401704;011033;;;
01410002;111057;;;
01405002;051047;;;
01423703;151078;;;
01423002;151078;;;
01423803;151078;;;
01423401;151078;;;
01424601;031023;I93013;;
01429702;051011;;;
01423501;151078;;;
01427701;I99029;;;
01403310;I97070;;;
01404703;I01035;;;
01404702;041056;;;
01404704;041056;;;
01408304;071010;;;
01429704;I97018;;;
01404007;I94039;;;
01408803;071030;;;
01416001;121021;;;
01409006;101031;;;
01409007;101031;;;
98407001;I97018;;;
01410004;111017;;;
01404006;041056;;;
01408702;071024;;;
01408303;I01098;;;
01408804;I99096;;;
01407402;151034;;;
01403005;I95072;;;
01408305;I97049;;;
01410401;I94043;;;
99423301;151078;;;


